,Categoria de Risco - CRI,Dano Potencial Associado - DPA,Necessita de PAEBM,Inserido na PNSB,Nível de Emergência,Situação operacional da Back Up Dam,Vida útil prevista da Back Up Dam (Anos),Posicionamento (Back Up Dam),Altura Máxima do projeto da Back Up Dam (m),Teor (%) do minério principal inserido no rejeito,Tipo de Barragem de Mineração_Barragem/Barramento/Dique,Tipo de Barragem de Mineração_Cava com Barramento Construído,Tipo de Barragem de Mineração_Empilhamento drenado construído hidraulicamente e suscetível à liquefação,Cluster
808,1,1,0,0,0,0,0.0,1,0.0,0.04,1,0,0,0
809,2,2,0,1,0,0,0.0,1,0.0,1.0,1,0,0,0
810,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
811,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
812,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
813,1,1,0,0,0,0,0.0,1,0.0,40.0,1,0,0,0
814,2,1,0,0,0,0,0.0,1,0.0,0.03,1,0,0,0
815,2,1,0,0,0,0,0.0,1,0.0,0.02,1,0,0,0
816,3,3,1,1,1,0,0.0,1,0.0,0.18,1,0,0,2
817,3,2,0,1,1,0,0.0,1,0.0,40.0,1,0,0,2
819,2,3,1,1,0,0,0.0,1,0.0,0.03,0,1,0,3
820,3,1,0,1,1,0,0.0,1,0.0,0.06,1,0,0,0
821,2,2,0,1,0,0,0.0,1,0.0,0.05,1,0,0,0
822,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
823,0,0,0,0,0,0,0.0,1,0.0,0.0,0,1,0,3
825,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
827,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
828,2,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
829,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
830,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
834,1,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
835,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
836,1,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
837,1,1,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
838,1,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
839,1,2,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
840,3,2,0,1,1,0,0.0,1,0.0,0.01,1,0,0,0
841,2,1,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
842,3,2,0,1,1,0,0.0,1,0.0,0.01,1,0,0,0
843,2,2,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
844,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
845,2,2,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
846,2,1,0,1,0,0,0.0,1,0.0,0.05,1,0,0,0
847,2,3,1,1,0,0,0.0,1,0.0,40.0,1,0,0,2
848,1,1,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
849,2,1,0,0,0,0,0.0,1,0.0,0.25,1,0,0,0
850,1,1,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
851,1,1,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
852,1,1,0,0,0,0,0.0,1,0.0,50.0,0,1,0,3
854,1,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
855,2,1,0,0,0,0,0.0,1,0.0,0.1,1,0,0,0
856,1,1,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
857,2,1,0,0,0,0,0.0,1,0.0,0.05,1,0,0,0
858,1,2,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
859,2,2,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
860,2,1,0,0,0,0,0.0,1,0.0,0.25,1,0,0,0
861,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
862,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
863,1,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
864,1,2,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
866,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
867,2,2,0,1,0,0,0.0,1,0.0,0.01,0,1,0,3
868,1,3,1,1,0,0,0.0,1,0.0,50.0,1,0,0,2
869,2,2,0,1,0,0,0.0,1,0.0,0.05,1,0,0,0
870,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
871,1,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
872,2,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
873,1,2,0,1,0,0,0.0,1,0.0,35.0,1,0,0,0
874,1,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
875,1,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
876,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
877,1,2,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
879,2,2,0,1,0,0,0.0,1,0.0,50.0,1,0,0,2
880,1,1,0,0,0,0,0.0,1,0.0,50.0,1,0,0,0
881,2,2,0,1,0,0,0.0,1,0.0,0.1,0,1,0,3
882,3,3,1,1,1,0,0.0,1,0.0,1.0,1,0,0,2
883,1,1,0,0,0,0,0.0,1,0.0,50.0,1,0,0,0
884,2,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
885,1,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
886,1,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
887,3,1,0,1,1,0,0.0,1,0.0,0.01,1,0,0,0
888,2,2,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
889,2,1,0,1,0,0,0.0,1,0.0,0.01,1,0,0,0
890,1,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
891,2,2,0,1,0,0,0.0,1,0.0,50.0,1,0,0,2
892,2,1,0,1,0,0,0.0,1,0.0,40.0,1,0,0,0
893,1,2,0,1,0,0,0.0,1,0.0,40.0,1,0,0,2
894,3,1,0,1,1,0,0.0,1,0.0,40.0,1,0,0,0
895,1,3,1,1,0,0,0.0,1,0.0,0.08,1,0,0,2
896,2,1,0,0,0,0,0.0,1,0.0,0.01,1,0,0,0
897,2,2,0,1,0,0,0.0,1,0.0,40.0,1,0,0,0
899,2,2,0,1,0,0,0.0,1,0.0,40.0,0,1,0,3
900,2,2,0,1,0,0,0.0,1,0.0,0.0,0,1,0,3
901,3,3,1,1,1,0,0.0,1,0.0,50.0,1,0,0,2
902,2,2,0,1,0,0,0.0,1,0.0,40.0,1,0,0,0
903,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
904,2,3,1,1,4,0,0.0,1,0.0,0.8,1,0,0,2
906,0,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
907,1,1,0,0,0,1,5.0,1,8.0,0.01,1,0,0,0
908,2,1,0,0,0,0,0.0,1,0.0,80.0,1,0,0,0
909,2,1,0,0,0,0,0.0,1,0.0,98.0,0,1,0,3
910,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
911,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
912,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
913,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
914,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
915,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
916,1,3,1,1,0,0,0.0,1,0.0,0.07,1,0,0,2
917,1,3,1,1,0,0,0.0,1,0.0,0.01,1,0,0,2
918,1,3,1,1,0,0,0.0,1,0.0,0.0,1,0,0,2
919,2,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
920,3,3,1,1,1,0,0.0,1,0.0,0.23,1,0,0,2
921,3,1,0,1,1,0,0.0,1,0.0,0.01,1,0,0,0
922,2,1,0,0,0,0,0.0,1,0.0,40.0,0,1,0,3
923,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
924,1,3,1,1,0,0,0.0,1,0.0,0.5,1,0,0,2
925,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
926,1,3,1,1,0,0,0.0,1,0.0,0.5,1,0,0,2
927,1,3,1,1,0,0,0.0,1,0.0,0.5,1,0,0,2
928,1,1,0,0,0,0,0.0,1,0.0,0.0,1,0,0,0
929,1,3,1,1,0,0,0.0,1,0.0,4.79,1,0,0,2
930,1,3,1,1,0,0,0.0,1,0.0,0.5,1,0,0,2
931,1,3,1,1,0,0,0.0,1,0.0,0.01,1,0,0,2
932,2,1,0,0,0,0,0.0,1,0.0,15.0,0,1,0,3
933,2,1,0,0,0,0,0.0,1,0.0,15.0,0,1,0,3
